-5.313535836087401876e-02,-4.347339209076099276e-01,-2.084057203155227356e-01,-7.432680972309379380e-03,-2.833410785112161143e-02,-1.240631315790162309e-01,-8.605909187965013474e-03,-1.702700772881740598e-01,-9.356749624816391997e-02,-1.915722784742163176e-01,4.905787747701945839e-02,-8.791865580243499179e-02,-5.791743765788456288e-01,-3.580210875148966410e-01,2.771408324745696095e-01
-5.189695371550167441e-02,3.798250005355428005e-01,1.896552342997790686e-01,4.257748625766613615e-01,4.169676066336824305e-01,-3.129674704098981547e-02,-9.639581631985050247e-02,1.207594841177167116e-01,3.340544145876125359e-01,4.079832667440695393e-01,-2.180342983444849558e-01,7.434647625062396070e-02,-4.948790891985093143e-01,9.706587218957686281e-01,2.961255705942719141e-01
2.011562129952559896e-01,-4.922264007130432856e-02,3.267154521854934851e-02,2.022186072067490292e-01,-1.122522166248630798e-01,-3.055316268268641333e-01,3.965215622747934043e-01,-1.225073074443640136e-01,-1.450938683006690044e-01,-1.186681716294401556e-01,-4.189967848174597220e-01,3.972861167576860475e-01,-5.431928499586995834e-02,1.113688626109446550e-01,5.982117658337892524e-02
-3.777439170636445187e-01,6.048172898003763009e-01,3.202852881947628599e-02,2.921018724509131248e-01,1.616206726841374064e-01,7.743210422627395673e-01,-3.821640240563419777e-01,7.393953382474856006e-01,-2.741613037253912699e-01,-2.095029136966529426e-02,3.814311758162749477e-01,7.154947048224864492e-01,-1.803338513431644197e+00,-1.374422701291877269e+00,-5.965037828417013577e-02
-1.040511417518149018e-01,-4.590329831417735984e-01,-2.577522164661158466e-01,4.478504828998006865e-02,1.704786228588702629e-02,-1.752944196918171382e-01,-3.965954504848449164e-02,-1.672144444413143360e-01,8.209729180738334353e-02,-4.763225356141952138e-02,9.796087991186688826e-02,-1.333795656596855825e-02,-6.042658481800984305e-01,-3.436651622706162756e-01,3.160911705664401494e-01
7.090424617507394556e-02,-5.318313444787208244e-01,-1.589872721552931134e+00,2.471557086292894279e-01,-1.482485872397361293e+00,-3.630642618229888430e-01,-1.210883793720529011e+00,3.401850565228497492e-01,-4.919119836846020943e-01,3.124134073030885861e-01,-2.101729065852100120e-01,5.905569225390076143e-02,-3.215561916662911801e-01,-6.532647983651181933e-01,4.036545832189825656e-01
1.311596444164007391e-01,3.357179486840037308e-01,1.318970701037036897e-01,1.856981167898296148e-01,3.064233283377834072e-01,-8.278649569439659739e-02,-6.266373268910452321e-02,1.021486766875365493e-01,2.178513784731085645e-01,3.593625540354393189e-01,-2.795679183061835493e-01,9.135140671393737755e-02,-3.731784340287942481e-01,1.088030153316710491e+00,3.487853720575913030e-01
1.311596444163977970e-01,3.357179486840050631e-01,1.318970701037008864e-01,1.856981167898306140e-01,3.064233283377827965e-01,-8.278649569439565370e-02,-6.266373268910396810e-02,1.021486766875370211e-01,2.178513784731079816e-01,3.593625540354382641e-01,-2.795679183061847151e-01,9.135140671393693346e-02,-3.731784340287950807e-01,1.088030153316710713e+00,3.487853720575929128e-01
-3.777439170636465726e-01,6.048172898003765230e-01,3.202852881948045627e-02,2.921018724509161779e-01,1.616206726841352137e-01,7.743210422627412326e-01,-3.821640240563410340e-01,7.393953382474864888e-01,-2.741613037253932683e-01,-2.095029136966691796e-02,3.814311758162747257e-01,7.154947048224857831e-01,-1.803338513431647083e+00,-1.374422701291876381e+00,-5.965037828416738103e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
